"","marker","chr","pos","trait","lod","threshold","iteration","var_exp","eff_size","ci_l_marker","ci_l_pos","ci_r_marker","ci_r_pos","probe_chr","probe_start","probe_stop"
"722","V_20017989","V",20017989,"A_12_P106853",24.4350784503616,3.77,1,0.49469433307404,-0.701129836735227,"V_20005738",20005738,"V_20038134",20038134,"V",19942096,19942155
"723","X_5576572","X",5576572,"A_12_P106864",4.52430131519585,3.77,1,0.119274790088191,0.344274068404356,"X_5383095",5383095,"X_8217033",8217033,"V",14246351,14246410
"724","X_10112699","X",10112699,"A_12_P106867",14.8104318224331,3.77,1,0.350517617986496,0.590119928114627,"X_9591109",9591109,"X_10449274",10449274,"X",9968667,9968724
"725","V_2819206","V",2819206,"A_12_P106882",11.606413349015,3.77,1,0.305361978076496,-0.552591753150523,"V_2657849",2657849,"V_3181885",3181885,"V",2703899,2703958
"726","X_12565734","X",12565734,"A_12_P106892",8.9631925624671,3.77,1,0.22705342332359,-0.474981287184066,"X_10711645",10711645,"X_12932361",12932361,"X",10854655,10854770
"727","X_16515500","X",16515500,"A_12_P106899",4.89061727481797,3.77,1,0.133020644573934,-0.363549100032385,"X_15995509",15995509,"X_17709225",17709225,"X",17402706,17402765
"728","III_3281674","III",3281674,"A_12_P106904",38.7748252149698,3.77,1,0.665529152685294,-0.81318075491743,"III_3275094",3275094,"III_3303713",3303713,"III",3297027,3297086
"729","X_4322768","X",4322768,"A_12_P106936",4.15027322987837,3.77,1,0.110461952143937,-0.331311368481629,"X_3934740",3934740,"X_5390152",5390152,"II",4954639,4954698
"730","X_12565734","X",12565734,"A_12_P106942",6.29206402491728,3.77,1,0.163691871919717,-0.403314224013102,"X_12184364",12184364,"X_12932361",12932361,"X",12351330,12351475
"731","V_19892946","V",19892946,"A_12_P106949",6.58424801771797,3.77,1,0.165208135466452,-0.405177850566026,"V_19868806",19868806,"V_20268061",20268061,"V",20190574,20190633
"732","III_11987519","III",11987519,"A_12_P106954",10.2419302803423,3.77,1,0.249286932054987,-0.49771386329398,"III_11971503",11971503,"III_12202569",12202569,"III",11588747,11588805
"733","X_4758185","X",4758185,"A_12_P106960",18.5322737209644,3.77,1,0.401541148671202,0.631676921093231,"X_4674201",4674201,"X_5341098",5341098,"II",5682561,5682620
"734","IV_4761504","IV",4761504,"A_12_P106971",6.83199894811026,3.77,1,0.174352726032324,0.416240517017461,"IV_4644715",4644715,"IV_5163110",5163110,"V",7161334,7161393
"735","II_1727040","II",1727040,"A_12_P106973",5.21089292622783,3.77,1,0.121215827098863,0.347035717909088,"II_1041078",1041078,"II_1990551",1990551,"II",530895,530954
"736","V_12931140","V",12931140,"A_12_P106978",4.94979429739714,3.77,1,0.132240722693606,0.362489206869435,"V_12486434",12486434,"V_13954172",13954172,"V",13359672,13359731
"737","III_4911067","III",4911067,"A_12_P106979",14.7184363021815,3.77,1,0.338495831887537,0.579971488337549,"III_4834284",4834284,"III_5224162",5224162,"III",5029230,5029289
"738","I_614509","I",614509,"A_12_P106984",3.83584786378038,3.77,1,0.0643850656746628,0.252942934581491,"I_398834",398834,"I_1185402",1185402,"I",16759,16818
"739","IV_8747453","IV",8747453,"A_12_P106999",4.20859711482719,3.77,1,0.110396399438026,0.331213046935698,"IV_7381956",7381956,"IV_9672074",9672074,"V",5389569,5389628
"740","I_4214934","I",4214934,"A_12_P107002",18.7386784688831,3.77,1,0.192860777662163,-0.439154817263787,"I_3923864",3923864,"I_4225559",4225559,"I",4189764,4189823
"741","IV_3370426","IV",3370426,"A_12_P107003",10.7761356967869,3.77,1,0.269162620199199,0.512766505656628,"IV_3114992",3114992,"IV_3407296",3407296,"IV",3203672,3203731
"742","IV_4755912","IV",4755912,"A_12_P107017",3.81980933023937,3.77,1,0.10022251100511,0.315582288392768,"IV_3831026",3831026,"IV_6109938",6109938,"II",11538917,11538976
"743","III_936500","III",936500,"A_12_P107032",33.0107166222708,3.77,1,0.621292597065462,-0.788200116057752,"III_904098",904098,"III_939943",939943,"III",949476,949535
"744","I_4855280","I",4855280,"A_12_P107042",6.25885585953829,3.77,1,0.101695934525103,-0.317804007256604,"I_4775095",4775095,"I_4997003",4997003,"I",5158375,5158434
"745","IV_12672698","IV",12672698,"A_12_P107075",6.41977271537426,3.77,1,0.168540693246195,-0.409244045633111,"IV_12062878",12062878,"IV_12896142",12896142,"IV",12869337,12869396
"746","X_8948569","X",8948569,"A_12_P107084",5.92142338419228,3.77,1,0.158288547545288,-0.396593899719853,"X_8208528",8208528,"X_10596631",10596631,"X",9235162,9235221
"747","V_1913716","V",1913716,"A_12_P107095",5.21542305257242,3.77,1,0.140794736813304,0.374021665748278,"V_708390",708390,"V_2659191",2659191,"V",1913399,1913458
"748","IV_8696159","IV",8696159,"A_12_P107104",6.93108801831163,3.77,1,0.174967161776491,0.416973307749286,"IV_8044494",8044494,"IV_8963101",8963101,"I",2794823,2794882
"749","I_398834","I",398834,"A_12_P107108",19.6896225748493,3.77,1,0.284781434789288,0.531946933725709,"I_398834",398834,"I_614509",614509,"I",11633010,11633069
"750","IV_4761504","IV",4761504,"A_12_P107113",4.59187281465713,3.77,1,0.120940388829583,-0.346669521956137,"IV_4644715",4644715,"IV_5646749",5646749,"III",200146,200205
"751","IV_15403721","IV",15403721,"A_12_P107135",3.88289260320706,3.77,1,0.105421590432042,0.323664272914699,"IV_15325632",15325632,"IV_15619530",15619530,"IV",14401164,14401223
"752","III_1954629","III",1954629,"A_12_P107137",15.0350096901839,3.77,1,0.349947289851759,0.589664343498685,"III_1946714",1946714,"III_1984767",1984767,"III",1860235,1860294
"753","V_3778723","V",3778723,"A_12_P107151",6.62221594754023,3.77,1,0.173693922758216,-0.415453376625674,"V_3229784",3229784,"V_3881987",3881987,"V",3701259,3701318
"754","X_14346521","X",14346521,"A_12_P107159",47.0275804442702,3.77,1,0.779122832994869,-0.879587642918728,"X_14281712",14281712,"X_14477626",14477626,"X",14443110,14443169
"755","IV_4757132","IV",4757132,"A_12_P107171",8.0858932957493,3.77,1,0.200153221847956,0.447378925860616,"IV_4538310",4538310,"IV_5163110",5163110,"III",5557123,5557182
"756","V_533022","V",533022,"A_12_P107172",10.4698638641468,3.77,1,0.252878012779847,-0.501285931406931,"V_532659",532659,"V_533525",533525,"V",387628,387687
"757","III_12731659","III",12731659,"A_12_P107177",35.5927382087203,3.77,1,0.640229624861976,-0.797623359391981,"III_12729776",12729776,"III_12806910",12806910,"III",12747108,12747166
"758","V_13155451","V",13155451,"A_12_P107179",6.94669590892722,3.77,1,0.176995346769348,-0.419383080831571,"V_12486434",12486434,"V_13332418",13332418,"V",11878920,11878979
"759","IV_13620522","IV",13620522,"A_12_P107187",14.7732755410317,3.77,1,0.345364585306748,-0.585802706444791,"IV_13526357",13526357,"IV_13902731",13902731,"III",12390215,12390274
"760","V_3685467","V",3685467,"A_12_P107190",12.946879207673,3.77,1,0.31836426030115,-0.562402844862634,"V_3483432",3483432,"V_3897200",3897200,"V",3803981,3804040
"761","X_14281712","X",14281712,"A_12_P107201",12.4088323779787,3.77,1,0.310597333663664,0.555488330868634,"X_13862341",13862341,"X_14477626",14477626,"X",14089409,14089468
"762","III_2438328","III",2438328,"A_12_P107204",24.3444260342251,3.77,1,0.531699007542445,-0.726622895775054,"III_2401865",2401865,"III_2449975",2449975,"III",2427391,2427450
"763","X_3843271","X",3843271,"A_12_P107205",4.01915783711766,3.77,1,0.107171536173765,-0.326339549173958,"X_3713398",3713398,"X_3991931",3991931,"X",3801373,3801432
"764","X_3796301","X",3796301,"A_12_P107254",4.46460430351459,3.77,1,0.118760179122947,0.343530580527257,"X_3184463",3184463,"X_3907685",3907685,"X",3632545,3632604
"765","V_3551664","V",3551664,"A_12_P107265",27.0532191137569,3.77,1,0.556072369073983,-0.743212768961098,"V_3537594",3537594,"V_3680651",3680651,"V",3602101,3602160
"766","X_3843271","X",3843271,"A_12_P107276",5.55334987504125,3.77,1,0.144901634363919,-0.379460542520805,"X_3713398",3713398,"X_3907685",3907685,"V",18953112,18953171
"767","II_733570","II",733570,"A_12_P107285",6.22317763621748,3.77,1,0.14065770031345,-0.373862355271077,"II_6368",6368,"II_1324489",1324489,"IV",2548616,2548675
"768","III_1580776","III",1580776,"A_12_P107294",5.81391485042117,3.77,1,0.162303162730996,-0.401532448687116,"III_1562285",1562285,"III_1759358",1759358,"III",1692218,1692277
"769","III_10465571","III",10465571,"A_12_P107306",5.14939438268402,3.77,1,0.139345069304866,-0.372106353730329,"III_9987327",9987327,"III_11052616",11052616,"MtDNA",11601,11660
"770","IV_10327996","IV",10327996,"A_12_P107309",4.18879686775231,3.77,1,0.106654036093953,0.325550696501687,"IV_8966631",8966631,"IV_12722332",12722332,"IV",9743765,9743824
"771","X_11600428","X",11600428,"A_12_P107311",9.14291997365326,3.77,1,0.240937091587648,-0.489225389477676,"X_11382849",11382849,"X_12859131",12859131,"II",4893343,4893402
"772","IV_3798053","IV",3798053,"A_12_P107319",34.6148294732627,3.77,1,0.631033129652404,-0.791873959560921,"IV_3785505",3785505,"IV_3838447",3838447,"IV",3806496,3806555
"773","X_8948569","X",8948569,"A_12_P107321",9.60505242737892,3.77,1,0.242379646029019,0.490770053833287,"X_8208528",8208528,"X_9591109",9591109,"X",8731309,8731368
"774","V_1913716","V",1913716,"A_12_P107324",26.8879335110124,3.77,1,0.534842388904674,0.729025788498055,"V_1896745",1896745,"V_2021759",2021759,"V",1910457,1910516
"775","III_10481103","III",10481103,"A_12_P107327",13.7622445236328,3.77,1,0.328728175216817,-0.571542388993775,"III_10418745",10418745,"III_10595502",10595502,"III",10452800,10452859
"776","II_11936043","II",11936043,"A_12_P107328",5.80364827018333,3.77,1,0.15089965958395,-0.387234560855766,"II_11021792",11021792,"II_12184321",12184321,"II",11812326,11812385
"777","V_5235073","V",5235073,"A_12_P107335",5.03474259479566,3.77,1,0.136858772966301,0.367748959830452,"V_5167653",5167653,"V_5602246",5602246,"II",9638729,9638788
"778","V_10142996","V",10142996,"A_12_P107338",4.44777576579725,3.77,1,0.120567417267445,0.346106288533586,"V_10119315",10119315,"V_12414380",12414380,"IV",13677711,13677770
"779","IV_15712992","IV",15712992,"A_12_P107346",7.8510038315882,3.77,1,0.200486631322928,-0.44634707248211,"IV_15625988",15625988,"IV_15954820",15954820,"V",3157746,3157805
"780","II_13443507","II",13443507,"A_12_P107350",4.13024003889954,3.77,1,0.109496200343099,0.329859886914171,"II_13252286",13252286,"II_13568408",13568408,"V",6308809,6308868
"781","V_1913716","V",1913716,"A_12_P107351",8.36301560710636,3.77,1,0.21265804431507,0.459696173943449,"V_1800608",1800608,"V_2659191",2659191,"V",1912828,1912887
"782","V_5030874","V",5030874,"A_12_P107386",17.5532012702475,3.77,1,0.369393835927749,-0.605863519495313,"V_5027848",5027848,"V_5094459",5094459,"V",5036668,5036727
"783","III_1361852","III",1361852,"A_12_P107392",4.87001384210264,3.77,1,0.131550505833769,0.361556557348721,"III_977162",977162,"III_1559962",1559962,"III",1415683,1415742
"784","V_1113279","V",1113279,"A_12_P107400",28.3631469558971,3.77,1,0.563349748283829,-0.748109433027843,"V_1062760",1062760,"V_1372698",1372698,"V",1272725,1272784
"785","V_11600826","V",11600826,"A_12_P107404",4.21986325296123,3.77,1,0.115621755522138,-0.338832580793514,"V_11050301",11050301,"V_12132514",12132514,"V",5086274,5086333
"786","X_5569019","X",5569019,"A_12_P107405",4.09508745731776,3.77,1,0.109078556221191,0.329230204516099,"X_4630882",4630882,"X_5949176",5949176,"V",4044785,4044844
"787","IV_4043433","IV",4043433,"A_12_P107414",9.38191009538288,3.77,1,0.228645915462487,0.477950338245978,"IV_3958558",3958558,"IV_4295474",4295474,"V",7024688,7024747
"788","I_12052126","I",12052126,"A_12_P107419",5.85957911161686,3.77,1,0.115583263451328,-0.338904595258729,"I_11959037",11959037,"I_12430088",12430088,"I",12591126,12591185
"789","X_5569019","X",5569019,"A_12_P107427",5.12501686295639,3.77,1,0.138639756159707,-0.371132722894149,"X_5383095",5383095,"X_6159202",6159202,"I",3889158,3889217
"790","X_3843271","X",3843271,"A_12_P107439",3.89010513327968,3.77,1,0.103920659446806,-0.321351941636707,"X_3713398",3713398,"X_4505845",4505845,"II",8972295,8972354
"791","IV_8179349","IV",8179349,"A_12_P107441",5.58237740313591,3.77,1,0.143615307665971,0.377772506592598,"IV_7630216",7630216,"IV_8995270",8995270,"IV",11319661,11319720
"792","II_13755276","II",13755276,"A_12_P107450",4.052054548498,3.77,1,0.105965858679118,0.324498700671883,"II_13669810",13669810,"II_14391450",14391450,"II",13754893,13754936
"793","III_5111616","III",5111616,"A_12_P107452",4.7652956178582,3.77,1,0.127164126835736,0.355470520001224,"III_3639980",3639980,"III_5503798",5503798,"II",9105291,9105350
"794","IV_1503573","IV",1503573,"A_12_P107458",8.61509587468314,3.77,1,0.22762358943081,0.475537436541201,"IV_1429005",1429005,"IV_1637815",1637815,"IV",1515543,1515602
"795","X_4721441","X",4721441,"A_12_P107459",3.78760106752559,3.77,1,0.0999490039298449,-0.315151382421585,"X_3907685",3907685,"X_5638607",5638607,"V",8165084,8165143
"796","II_733570","II",733570,"A_12_P107465",37.3500545353109,3.77,1,0.602364930266158,0.773495246884911,"II_719430",719430,"II_916957",916957,"II",849693,849752
"797","I_10819782","I",10819782,"A_12_P107467",4.15642497320604,3.77,1,0.100965495726803,-0.316637716182285,"I_9523381",9523381,"I_11388363",11388363,"I",11185987,11186093
"798","V_2486919","V",2486919,"A_12_P107487",19.4651542733282,3.77,1,0.430517472443439,-0.654071720367152,"V_2302115",2302115,"V_2671879",2671879,"V",2564541,2564600
"799","III_11987519","III",11987519,"A_12_P107509",4.05207047086219,3.77,1,0.107543129847785,-0.326904814834456,"III_11767486",11767486,"III_12216028",12216028,"III",11305699,11305758
"800","X_11847730","X",11847730,"A_12_P107549",3.9158997327775,3.77,1,0.105691086076511,-0.324077710225046,"X_10711645",10711645,"X_12932361",12932361,"V",5029440,5029499
"801","X_5569019","X",5569019,"A_12_P107573",5.22960976414657,3.77,1,0.137078916292544,0.369075581342812,"X_4891523",4891523,"X_5676445",5676445,"X",5886514,5886573
"802","X_6953360","X",6953360,"A_12_P107587",4.33155644918283,3.77,1,0.117677178542467,0.341960627121485,"X_6300921",6300921,"X_7838301",7838301,"V",20827685,20827744
"803","X_4862702","X",4862702,"A_12_P107592",5.16820405101866,3.77,1,0.137015062698114,-0.36895169670131,"X_4536045",4536045,"X_5390152",5390152,"X",4867095,4867154
"804","V_3491728","V",3491728,"A_12_P107593",3.96995574036275,3.77,1,0.107067819275636,-0.326181600898132,"V_2887755",2887755,"V_3897200",3897200,"V",3389595,3389654
"805","IV_16382208","IV",16382208,"A_12_P107598",6.21215971278691,3.77,1,0.14772548950426,0.383140181102559,"IV_16205584",16205584,"IV_17490756",17490756,"IV",16575154,16575213
"806","IV_15758388","IV",15758388,"A_12_P107600",6.93750629568444,3.77,1,0.177532781629705,-0.420019312954388,"IV_15678791",15678791,"IV_16205584",16205584,"V",1441725,1441784
"807","IV_9987122","IV",9987122,"A_12_P107601",14.9346250857077,3.77,1,0.330025220598174,-0.572668831245378,"IV_8811605",8811605,"IV_9995259",9995259,"IV",9747255,9747314
"808","II_6366860","II",6366860,"A_12_P107611",5.06420522185401,3.77,1,0.135773538089292,0.36731405699495,"II_5196296",5196296,"II_6697935",6697935,"II",6404854,6404913
"809","X_4893004","X",4893004,"A_12_P107617",7.05596388577337,3.77,1,0.177808531555266,0.420345380495581,"X_4165450",4165450,"X_5291269",5291269,"X",12358562,12358621
"810","III_10230593","III",10230593,"A_12_P107618",14.0920525926423,3.77,1,0.334473204427168,0.57651504695704,"III_10009386",10009386,"III_10293762",10293762,"III",10058422,10058481
"811","V_3655574","V",3655574,"A_12_P107619",5.32508319151997,3.77,1,0.141971537880655,-0.375604359834505,"V_3282813",3282813,"V_3680651",3680651,"II",11682656,11682715
"812","II_10239809","II",10239809,"A_12_P107635",4.16323418487762,3.77,1,0.111613301805836,0.333033528873937,"II_9845678",9845678,"II_11508627",11508627,"II",10590623,10590682
"813","III_12135744","III",12135744,"A_12_P107657",6.34711494609634,3.77,1,0.163774280225252,-0.40341573259554,"III_11984213",11984213,"III_12216028",12216028,"III",12169350,12169398
"814","IV_4391814","IV",4391814,"A_12_P107658",4.3621022650825,3.77,1,0.134914429305225,0.365944071084945,"IV_4043433",4043433,"IV_4757132",4757132,"IV",4479979,4480038
"815","III_8659106","III",8659106,"A_12_P107663",4.14283239704169,3.77,1,0.112708629607609,-0.334663667436279,"III_4834284",4834284,"III_9174716",9174716,"III",8270356,8270415
"816","II_4120191","II",4120191,"A_12_P107665",4.51196814023096,3.77,1,0.133875043460007,-0.364580297259161,"II_3861010",3861010,"II_4678773",4678773,"II",3970907,3970966
"817","V_5175241","V",5175241,"A_12_P107687",6.59269286566712,3.77,1,0.164410350303354,0.404198370782164,"V_5027848",5027848,"V_5237566",5237566,"V",5108256,5108315
"818","V_1436415","V",1436415,"A_12_P107692",4.05966361675806,3.77,1,0.109663738553203,0.330112146861788,"V_1361176",1361176,"V_2283377",2283377,"V",6569108,6569167
"819","X_4179483","X",4179483,"A_12_P107701",7.4510301301738,3.77,1,0.203612381484645,0.449717528493623,"X_3946591",3946591,"X_4566632",4566632,"V",5883429,5883488
"820","II_4678773","II",4678773,"A_12_P107710",6.57433883797982,3.77,1,0.173505689965521,-0.415202931112249,"II_4328160",4328160,"II_4905764",4905764,"II",4716688,4716747
"821","X_12844501","X",12844501,"A_12_P107717",5.51898515371792,3.77,1,0.149253758440065,-0.386307584482362,"X_11570896",11570896,"X_13024411",13024411,"V",5314213,5314272
"822","I_9729023","I",9729023,"A_12_P107718",5.48504000222475,3.77,1,0.146291742246067,0.3810618056312,"I_9000872",9000872,"I_10826560",10826560,"V",583811,583870
"823","I_1623032","I",1623032,"A_12_P107725",3.79667894839684,3.77,1,0.0355887092898083,0.188055526187068,"I_1041272",1041272,"I_1688137",1688137,"V",9984072,9984131
"824","I_14755839","I",14755839,"A_12_P107760",10.7189181718521,3.77,1,0.258008844042258,0.506345876758088,"I_14683220",14683220,"I_14863715",14863715,"I",14788231,14788290
"825","X_4455978","X",4455978,"A_12_P107764",10.6601947758578,3.77,1,0.271114581089207,0.518959651887593,"X_3946591",3946591,"X_4656473",4656473,"V",16867652,16867711
"826","X_4862702","X",4862702,"A_12_P107783",4.70830396535681,3.77,1,0.128784774561827,0.357659680724254,"X_4483054",4483054,"X_5676445",5676445,"V",19748981,19749040
"827","IV_16529740","IV",16529740,"A_12_P107793",21.7378794490377,3.77,1,0.439087642952151,-0.660549835704549,"IV_16488050",16488050,"IV_17490756",17490756,"IV",17334936,17334995
"828","V_18653678","V",18653678,"A_12_P107827",3.93588332850664,3.77,1,0.118958325347775,0.343669351301309,"V_18269611",18269611,"V_18936661",18936661,"V",18328595,18328654
